账号,微博,时间,肺炎相关,转发,评论,点赞,mid,地址
央视新闻,"【独家视频：习近平向全国人民拜年】20日下午，正在云南考察的习近平总书记来到昆明国际会展中心，察看新春年货销售情况，并向全国人民拜年。
习近平说，鼠年新春佳节即将来临，在此我向全国人民，向港澳同胞、台湾同胞、海外侨胞致以新春的祝福！祝我们的国家在新的一年风调雨顺、生机勃勃、欣欣向荣 ...展开全文c",1/20/2020 23:38,0,1032,718,12487,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqpJwAxq4?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【独家视频丨“习爷爷，您喜欢孙悟空吗？”】20日下午，习近平来到昆明新春购物博览会现场。场馆里人群熙熙攘攘，一派红火。看到习近平来了，大家纷纷向他问好。一位小朋友手拿传统面塑工艺品“孙悟空”，问习爷爷喜不喜欢。习近平笑着说，小的时候喜欢。（总台央视记者史伟 彭汉明）  ...展开全文c,1/20/2020 23:46,0,616,721,12784,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqpMMEwhk?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【独家视频：习近平年货市场问肉价】20日下午，正在云南考察的习近平总书记来到昆明国际会展中心，察看新春年货销售情况。猪肉是春节期间必不可少的年货。在鲜肉摊位前，总书记详细询问销售情况和价格。在云南火腿摊位前，老板介绍说：“今年猪肉涨价，自己保证不涨价。”总书记笑着说，但也不要亏本哦 ...展开全文c,1/21/2020 0:00,0,1486,1800,23596,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqpS8xntz?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【钟南山：新型冠状病毒目前刚刚开始，正在爬坡】钟南山：与极期的SARS相比，毒力没那么大，以后会怎么样，要看发展情况，另外要看我们如何控制，减少传染。,1/21/2020 0:16,1,3045,4828,138625,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqpYOdJUR?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#有医务人员被传染新型冠状病毒肺炎#【钟南山：14名医务人员感染新型冠状病毒】#钟南山谈疫情#,1/21/2020 0:18,1,1872,833,7347,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqpZqBkQM?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,"【#故宫博物院院长王旭东致歉#】@故宫博物院：近期发生的“开车进故宫”事件引发社会高度关注，引起公众对故宫文物保护的担忧，我代表故宫博物院再次向社会公众诚挚道歉！

       1月13日，经过故宫博物院批准的闭馆日活动有200余人参加。因原定停车场车位已满，我院相关部门引导车辆停放时，临时改变 ...展开全文c",1/21/2020 0:40,0,1718,5225,62042,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqq8rrrAw?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#主播说联播#【家里有彭麻麻操心 总书记更惦记的是老百姓家的年货】李梓萌：习近平总书记在云南腾冲考察，路上有游客问“彭麻麻呢？”总书记说：“没来，过年了，都在家里忙着呢！”家里有彭麻麻操心，总书记更惦记的是老百姓家的年货。脱贫攻坚关键之年已经开启，撸起袖子加油干，我们准备好了！   ...展开全文c,1/21/2020 0:58,0,1596,987,7833,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqqfQjCdO?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【夜读丨最美不过二十四节气】 °珍藏版丨最美不过二十四节气,1/21/2020 1:06,0,1278,319,3703,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqqjaxt8U?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#武汉15名医务人员感染新型冠状病毒#】据武汉市卫健委：目前，武汉市共有15名医务人员确诊为新型冠状病毒感染的肺炎病例，另有1名为疑似病例。16例患者中，危重症1例，其余病情稳定，均已隔离治疗。 （总台央视记者王涵 李炜）,1/21/2020 1:57,1,31539,49488,1270832,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqqDLDVoZ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,"#武汉新型肺炎新增死亡病例1例#【#武汉累计198例新型冠状病毒肺炎病例#】武汉市卫健委发布通报：1月19日22时至1月19日24时，死亡1例，无出院病例和新增病例。
死者陈某，男，89岁，1月13日发病，1月18日因严重呼吸困难入院救治，1月19日23:39抢救无效死亡。患者有高血压、糖尿病、冠心病、频发室性早搏 ...展开全文c",1/21/2020 4:27,1,3831,4896,25364,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqrCQnnUv?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#青岛发现1例疑似新型冠状病毒肺炎病例#】据山东省卫健委：20日，山东省青岛市发现1名来自武汉的疑似新型冠状病毒感染的肺炎病例。目前该患者病情稳定，正在定点医院隔离治疗，密切接触人员已实行医学观察。按规定程序一旦确诊，将及时向社会公布。提醒群众切实做好个人卫生防护，如有发热、呼吸道感 ...展开全文c,1/21/2020 7:01,1,1931,2766,20241,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqsDhC2qx?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#新型冠状病毒感染肺炎纳入法定传染病管理#】经国务院批准，国家卫健委将新型冠状病毒感染的肺炎纳入《中华人民共和国传染病防治法》规定的乙类传染病，并采取甲类传染病的预防、控制措施；将新型冠状病毒感染的肺炎纳入《中华人民共和国国境卫生检疫法》规定的检疫传染病管理。O网页链接,1/21/2020 7:34,1,2022,383,5404,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqsQG22ZV?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#上海确诊第二例新型冠状病毒感染肺炎#病例】患者为35岁男性，上海市户籍，于1月16日在上海市一发热门诊就诊后被收治入院隔离治疗。经检测，新型冠状病毒核酸检测结果为阳性。经专家评估确认，该病例为新型冠状病毒感染的肺炎确诊病例。目前患者体温正常，生命体征平稳。另外，上海市有4例疑似病例正 ...展开全文c,1/21/2020 7:39,1,938,1548,17238,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqsSuz88B?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#关于新型冠状病毒的谣言#】①新型冠状病毒基因序列与SARS病毒相似度高达80%；②SARS没消失过，一直寄生于蝙蝠；③新型冠状病毒是由来已久的非典型科罗纳病毒，都是谣言！转起辟谣！预防新型冠状病毒，戴口罩，有用！,1/21/2020 8:00,1,13369,2099,21225,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqt0WsHvK?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#我愿意为你#【#这一年的走心瞬间# 为爱转发！】爸爸临终前将声音植入智能音箱，陪伴儿子；84岁老人独自买站票，连夜坐火车看望患病老伴，“我不能等她死了再去”；58岁博导为老母亲跳舞，“在她眼里我永远是孩子”…回望这一年，你是否也在为心底的TA努力打拼？告诉TA，我的生命里，感谢有你！  ...展开全文c,1/21/2020 8:33,0,1401,410,6787,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqteCw1bm?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#四川成都广安各发现1例疑似病例#【#四川发现2例疑似新型冠状病毒肺炎病例# 均已在定点医院隔离诊疗】据@健康四川官微 ，1月16日以来，四川成都、广安分别发现1例疑似新型冠状病毒感染患者，两名患者均从武汉来川，目前正在隔离诊疗。患者相关样本已按规定程序进行复核，一旦确诊，及时向社会公布。（ ...展开全文c,1/21/2020 9:00,1,1014,2248,26160,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqtpsbDmE?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#武汉市成立疫情防控指挥部#】武汉市成立市新型冠状病毒感染的肺炎疫情防控指挥部，统一领导、指挥全市疫情防控工作。①新型冠状病毒感染的肺炎已纳入乙类传染病、采取甲类管理。②对重症患者“一人一方案”“一人一团队”；强化医务人员防护，严格控制医院感染。③把好机场车站码头体温筛检关口。④ ...展开全文c,1/21/2020 9:11,1,1124,1734,16417,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqttJvLc4?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#我愿意为你#【#春运提桶大军#来了，桶里装了啥？】车厢里，广场上，神秘的“提桶”大军又来了！茫茫人海，你遇见的每一只桶，都盛着故事……分别一年，归期在即，我愿意为你，拎一桶爱回家↓ L央视新闻的微博视频,1/21/2020 9:49,0,622,586,7252,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqtJjtJPN?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#钟南山谈疫情#【转存！#让更多人了解新型冠状病毒#】①确定可以人传人；②病毒很可能来自野味；③它与SARS病毒不同，目前病毒感染正在爬坡；④已有医护人员感染新型冠状病毒；⑤没有特殊情况不要去武汉，有感冒要及时就诊；⑥不一定非要带N95口罩，普通（外科）口罩也可阻挡飞沫传播。周知！,1/21/2020 10:17,1,8669,2057,27661,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqtUKo5xH?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【二十七赶大集！一起逛吉林年货大集】春节越来越近，#你家年货备得咋样了#？如今生活越来越便利，但备年货的传统还是不能少。在东北，传统年货都要备点啥？年轻人都爱买点啥？吉林年货大集正在举办，看直播↓品浓浓年味，别忘参加#春节摄影大赛#呀！（总台央视记者王冰冰） O央视新闻的微博直播 .,1/21/2020 10:34,0,173,478,5800,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqu1BAby0?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#小岳岳说春晚都是俊男靓女除了我#】参加#鼠年春晚#彩排的相声演员@岳云鹏 说，#春晚#舞台是任何一个舞台都比不了的；十几分钟的语言节目保证不出瑕疵，演员心里承受的压力很大，还好“我跟孙越已经习惯了”。今年的春晚好看吗？他说“到处都是俊男靓女，除了我”你期待吗？  ...展开全文c,1/21/2020 10:57,0,1390,1804,30948,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqub6uBvG?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【紧急通知！#武汉2020春节文旅惠民活动延期#举行】据武汉市文旅局消息：按全市统一部署，2020春节文化旅游惠民活动延期举行，由此造成的不便敬请谅解。截至1月20日24:00，已有33058位市民游客预约成功，其入园（场）资格顺延至下一次文旅惠民活动，资格顺延的通知短信将通过预约预留手机号发送。,1/21/2020 11:10,1,792,4942,120760,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqugiADuA?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#广西北海发现1例疑似新型冠状病毒肺炎病例#】广西壮族自治区卫健委消息：1月19日，北海市发现1名来自武汉的游客出现发热等症状，患者已在定点医院隔离治疗，病情稳定，患者同行人员及密切接触者已实行医学观察。目前，患者实验室检验结果正在按国家首例疑似病例确认程序复核中，一旦确认，将及时向 ...展开全文c,1/21/2020 11:13,1,864,2138,25792,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IquhB1J5V?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【新一年，说出你的期望吧！】走过2019的“太南”，我们对2020依然期望满满，因为生活中总有许多美好时刻！招商银行的一个视频，道出平凡人生活中的闪光时刻，一起回味美好、期许未来！#美好生活，我们一起创造#，转发微博，抽奖送@招商银行 提供的价值1899元的华为平板，新一年，一起共度美好时光！  ...展开全文c,1/21/2020 11:40,0,17039,11628,45895,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqusrge13?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#春节摄影大赛#【#新年愿你蒸蒸日上#】春节，你家准备蒸点啥不？加话题#春节摄影大赛#，分享你眼中的年味、记录你身边的故事！（图自@胖福福喜欢的白桃橡皮糖 @天水事儿 @阳光佑妈 @铿锵玫瑰甜甜妈妈 @烨熠行者 ）,1/21/2020 11:50,0,831,628,8945,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iquwtela8?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#预防新型冠状病毒肺炎#【#记得戴口罩#】预防新型冠状病毒，戴口罩，有用！普通（外科）口罩也可阻挡飞沫传播！转发提醒：戴好口罩，保护自己，也对他人负责！,1/21/2020 12:01,1,4695,1949,32044,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IquAO8QNs?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#天津航空可为天河机场发热旅客免费退改签#】@天津航空 ：自15日起，卫生部门已在武汉天河机场T3 航站楼入口设立体温监测点，对进入航站楼的所有旅客进行体温检测，如发现旅客存在发烧、发热现象，有关部门将对旅客采取临时隔离措施。为方便发热旅客改期或退票，航班日期在2020年1月15日-2月29日，由 ...展开全文c,1/21/2020 12:10,1,264,618,9514,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IquEMf5wz?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#给爸妈做道菜#【芋头扣肉，真香！】肥而不腻的肉片，加上入口即化的芋头……真的是太满足了！过年回家，把这道菜送给辛苦了一年的爸妈吧！#我愿意为你#@马壮实 L央视新闻的微博视频,1/21/2020 12:33,0,2248,676,7536,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IquO77vNb?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#出手急救你也可以#【转存教程！#朱广权和手语老师教你急救#】（总台央视记者陈峥）L央视新闻的微博视频,1/21/2020 13:01,0,4380,2010,77614,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IquZbgyaG?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#王嘉尔首次参加春晚#：这将是一生中最重要的回忆】参加#鼠年春晚#彩排的@王嘉尔 回忆收到#春晚#邀约时的感受，仍然激动，用拳头把胸口捶得“砰砰”作响。首次参加春晚，他直言压力特别大，“要给全世界的人看到，要展示咱最好的一面”。最后，他送给网友新年祝福： “追自己的梦，大胆尝试，相信自 ...展开全文c,1/21/2020 13:32,0,32760,14832,103230,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvbV90Bo?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#菲律宾再增一例新型冠状病毒疑似病例#】今天，菲律宾卫生部宣布，他们正在对一名5岁儿童进行检查，这名儿童从武汉抵达菲律宾后，出现发烧和咳嗽的现象。目前，菲律宾共计出现4起疑似病例。此前，菲律宾阿克兰省卫生部门称该省出现3起疑似病例，均是飞往长滩岛的中国游客。（总台央视记者黄铮铮）,1/21/2020 13:49,1,431,1362,25185,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqviU02Fe?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#澳大利亚发现一例新型冠状病毒疑似病例#】澳大利亚昆士兰州一名男子出现新型冠状病毒肺炎类似症状，目前已被隔离。昆士兰州政府官员表示，正在等待对这名患者进一步检查的结果。据介绍，这名男子刚从武汉探亲回来。（总台央视记者林清辉）,1/21/2020 13:58,1,1330,2728,53674,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvmkbRJk?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播#2020年春运#！回家！】在外打拼的你，想家了吗？忙碌了一年，准备什么时候回家？春运高峰，直播带你去全国各地的火车站、公路春运服务站，航拍+慢直播镜头直击春运归乡！（总台央视记者佘利霞 苏安阳） O央视新闻的微博直播 .,1/21/2020 14:00,0,912,6388,66832,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvnolDPo?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播！总台#央视记者探访武汉火车站#】#2020年春运#高峰已到，央视新闻记者来到武汉火车站，看16台红外测温仪和3道关卡如何筛查发热旅客，防控新型冠状病毒肺炎疫情。,1/21/2020 14:12,1,302,564,5075,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqvs2bNQ3?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【湖南#浏阳烟花厂爆炸29名公职人员被追责#】据湖南省纪委省监委，在浏阳市烟花厂重大爆炸事故和谎报事件中负有直接责任、监管责任、领导责任的有关人员被湖南省有关部门依规依纪依法给予了严肃追责和惩处。其中，29名公职人员被追责问责，10名企业工作人员被采取刑事强制措施。2019年12月4日7时32分， ...展开全文c,1/21/2020 14:27,0,118,165,1902,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvyhfRA4?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【遏制疫情扩散！#武汉对进出武汉人员管控#】据武汉市卫健委，为坚决遏制新型冠状病毒感染引起的肺炎疫情扩散，武汉市对进出武汉人员加强管控。#武汉市旅游团队不组团外出#，公安交管部门对进出武汉的私家车辆进行抽检，检查后备箱是否携带活禽、野生动物等。武汉加强对公共场所及公共交通的管理，自1 ...展开全文c,1/21/2020 14:36,1,2482,4022,61287,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvBTdC1u?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【贵州#贵阳发现1例疑似新型冠状病毒肺炎病例# 】据贵阳市卫生健康局，今天，贵阳市发现1例疑似新型冠状病毒感染患者。该患者1月12日从武汉返回贵阳，今天凌晨，贵州省疾控中心对该患者送检样本的病毒实验室检测显示为新型冠状病毒核酸阳性。省疾控中心已按防控规范，将标本送中国疾控中心复核，并报国 ...展开全文c,1/21/2020 14:50,1,1078,2092,15242,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvHtyYP5?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#孟宏伟受贿案一审宣判#：有期徒刑13年半】2020年1月21日，天津市第一中级人民法院对公安部原党委委员、副部长、中国海警局原局长孟宏伟受贿案一审公开宣判，对被告人孟宏伟以受贿罪判处有期徒刑十三年六个月，并处罚金人民币二百万元。孟宏伟当庭表示服从法院判决，不上诉。经审理查明：2005年至201 ...展开全文c,1/21/2020 15:00,0,118,216,1819,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvLttaqh?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#武汉制定诊疗方案#【#武汉设2000张床位用于集中收治#】总台央视记者从武汉市得到消息，目前武汉市按照国家、省、市联合制定的诊疗方案，集中患者、集中资源、集中专家、集中收治。3家定点医院设置床位800张用于收治病人，其他直属医疗机构为配合患者救治，将于近期腾出1200张床位用于患者救治。（总台 ...展开全文c,1/21/2020 15:28,1,4521,17189,509422,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqvWOciIr?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【辽宁#大连发现1例来自武汉发热患者#】据大连市卫健委，1月17日，大连市发现1例武汉来连并出现发热等呼吸道症状患者。目前，该患者在大连市定点医疗机构隔离治疗，病情稳定。密切接触者正在实行医学观察。患者实验室检测结果正在按规定复核中，一旦确诊，将及时向社会公布。（总台央视记者李承泽）,1/21/2020 15:36,1,2582,4996,43818,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqw0e2INU?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【外交部：#中方公开透明通报新型冠状病毒疫情信息#】今天世卫组织宣布，将于当地时间22日在日内瓦总部召开相关会议，评估当前“新型冠状病毒感染的肺炎疫情”是否构成“国际关注的突发公共卫生事件”。对此，外交部发言人耿爽表示，本着公开、透明，及对全球卫生安全高度负责的态度，中方将参加会议分 ...展开全文c,1/21/2020 15:51,1,624,1324,16439,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqw6ph8vQ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#韩国首例新型冠状病毒肺炎患者病情好转#】韩国疾病管理本部今天表示，20日被确诊为韩国首例新型冠状病毒肺炎的患者目前状态良好，管理本部正在对其进行深度流行病学调查。该名患者为35岁的中国籍女性，于19日从武汉出发，经韩国仁川国际机场入境，后被发现有高烧等症状而转入指定医疗机构接受隔离治 ...展开全文c,1/21/2020 16:27,1,535,1758,28621,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqwkKpgGb?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#国内确诊291例新型冠状病毒肺炎病例#【昨天#新增新型冠状病毒肺炎病例77例#】今天，国家卫健委发布通报：2020年1月20日0-24时，我委收到国内3省（区、市）报告新增新型冠状病毒感染的肺炎确诊病例77例（湖北省72例，上海市2例，北京市3例）；9省（区、市）报告新增疑似病例27例（广东省4例，四川省1例 ...展开全文c,1/21/2020 16:50,1,25135,62116,1339770,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqwum7xzV?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#孟晚舟案听证会再次举行#】当地时间昨天，华为首席财务官孟晚舟案的听证会在加拿大温哥华再次举行。此次审理主要围绕是否“双重犯罪”的问题，法官将裁定此案是否符合引渡的条件。如果裁定孟晚舟不构成双重犯罪，加拿大就不能将孟晚舟引渡到美国。华为公司发表声明表示，相信加拿大司法系统将还孟晚 ...展开全文c,1/21/2020 17:27,0,134,445,2835,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqwJq9wFB?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#浙江确诊5例新型冠状病毒肺炎#】今天，国家卫健委确认#浙江确诊首例新型冠状病毒肺炎#。患者为男性，46岁，长期居住武汉市。1月3日自武汉自驾前往温州，1月4日出现发热症状遂就诊，于1月17日在温州定点医院进行隔离治疗。现患者病情稳定，其密切接触者均在医学观察中。中午12时，除首例确诊病例外， ...展开全文c,1/21/2020 17:33,1,6880,30910,626322,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqwLH856s?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播！#武汉卫健委通报新型冠状病毒肺炎防治情况#】20日0-24时，国家卫健委收到国内3省（区、市）报告新增新型冠状病毒感染的肺炎确诊病例77例（湖北省72例，上海市2例，北京市3例）。目前，#武汉制定诊疗方案#，对进出武汉人员加强管控。关注↓（总台央视记者金珠） O央视新闻的微博直播 .,1/21/2020 17:41,1,1582,7326,132175,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqwOM2Ob6?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#武汉市长接受央视专访#【#武汉新型肺炎死亡病例增至6例#】武汉市市长周先旺在接受总台央视记者专访时表示，截至2020年1月20日24时，武汉市累计报告新型冠状病毒感染的肺炎病例258例，已治愈出院25例，死亡6例。目前仍在院治疗227例，其中重症51例、危重症12例，均在武汉市定点医疗机构接受隔离治疗。 ...展开全文c,1/21/2020 17:43,1,1431,3017,36759,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqwPG8qft?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#天津确诊2例新型肺炎# 曾赴武汉】今天，记者从天津市卫健委获悉，天津市确诊2例新型冠状病毒感染的肺炎病例。患者为60岁女性，近日曾赴武汉旅游，返津后因发热、干咳等症状；另一位患者为58岁男性，近日曾到武汉出差，返津后因发热、咳嗽等症状。目前两位患者均被收治入院隔离治疗。（总台央视记者 ...展开全文c,1/21/2020 18:14,1,1183,1424,11036,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqx2nBS5K?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#台湾确诊首例新型冠状病毒肺炎患者#】台湾“流行疫情指挥中心”今天证实，一名50岁左右的台湾女性确诊感染2019新型冠状病毒。这是此次新型冠状病毒肺炎疫情扩散以来，第一起移入台湾的病例。据了解，这名患者是在武汉工作，在返台时主动告知机场检疫人员，目前正在隔离治疗中。（总台央视记者赵超逸 ...展开全文c,1/21/2020 18:17,1,2226,5893,123840,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iqx3ssgwy?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【铁路部门：#到达和离开武汉的火车票免退票费#】铁路部门决定：自即时起至2020年1月24日24:00止，在车站、12306网站等各渠道，已购买武汉出发和到达的各次列车火车票的旅客，自愿改变出行需退票的，铁路部门均不收取退票手续费，购买乘意险的一同办理。包括票面到站或发站为武汉市范围内武汉、汉口、 ...展开全文c,1/21/2020 18:34,1,778,1507,10951,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqxaEj8v4?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#武汉市长呼吁外面的人不要到武汉#：武汉市民没特殊情况也不出武汉】武汉市市长周先旺接受央视专访时表示：目前武汉市的防控重点要#把人民生命安全放首位#。坚决防止疫情蔓延，市内不扩散、市外不输出，不能因武汉的疫情给其他城市带来压力。从1月14日开始，武汉市开始管控出行；20日开始，对进出武 ...展开全文c,1/21/2020 18:49,1,3102,4540,74483,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqxgomIWZ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#武汉新型肺炎患者救治由政府买单#】今天下午，武汉市新型冠状病毒感染的肺炎疫情防控指挥部召开新闻发布会。武汉市卫健委副主任彭厚鹏介绍，此前的政策是凡是确诊的病人，除医保报销外，医疗费全由政府兜底；现在为打好防疫战，更进一步出台规定，凡是在各发热门诊留观的病人，门诊费也均由政府买单 ...展开全文c,1/21/2020 19:01,1,16643,19287,605302,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqxlzBlsL?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#上海新增4例新型肺炎#确诊病例】截至今天19：00，上海市新增4例新型冠状病毒感染的肺炎确诊病例。患者中男性3例、女性1例，上海户籍2例、武汉户籍2例。其中，3例有武汉居住史或旅行史，1例从密切接触者中发现，均已在定点医院接受隔离治疗。目前，上海累计发现确诊病例6例，患者病情平稳，无重症病 ...展开全文c,1/21/2020 19:22,1,3008,8802,159769,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqxtWbVGS?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#香港发现117名疑似感染新型肺炎患者#】截至今天12时，香港共发现疑似感染新型冠状病毒肺炎患者117人。今天香港公立医院向卫生部门通报，过去24小时共接收11名（5男6女、年龄由8岁至82岁）疑似感染新型冠状病毒肺炎患者。医院已经实施限制探病措施。（总台央视记者骆魏）,1/21/2020 19:28,1,1244,3261,63399,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqxwcwXYx?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#河南确诊首例新型肺炎# 在武汉工作】据@河南省卫生健康委  今天，国家卫生健康委确认河南省郑州市首例输入性新型冠状病毒感染的肺炎确诊病例。患者为男性，66岁，周口太康人，在武汉市工作，2019年12月29日出现发热、胸闷气短等症状，2020年1月7日返回周口市就诊。1月10日转诊至郑州，1月20日患者转 ...展开全文c,1/21/2020 19:42,1,7174,22749,343396,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqxBYlDdP?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【民航局称#涉及武汉航班可免费办退票#】今天，民航局下发通知，要求各运输航空公司在做好新型冠状病毒感染的肺炎疫情防控工作的同时，高度重视旅客服务工作，针对已经购买涉及武汉航班机票的旅客，如有退票要求，航空公司应当予以免费办理。,1/21/2020 19:45,1,401,1270,9349,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IqxDkyWKx?from=page_1002062656274875_profile&wvr=6&mod=weibotime
